Year,Id,NGL,Pt,DCO,DBO5,MES,site_name,SIRET_code,discharge_environment,lat_site,long_site,code_epsg,code_ape,libelle_ape,code_eprtr,libelle_eprtr
2017,0052903464,NA,NA,218000,119000,NA,BOLTON FOOD,85580248400136,water (indirect),169882,6791812000000,2154,1020Z,"Transformation et conservation de poisson, de crustacés et de mollusques",8.(b).(i),matières premières animales (autres que le lait) d'une capacité de production de produits finis de 75 tonnes par jour
2017,0052903637,NA,NA,186000,93100,NA,SCO (MONIQUE RANOU),34204805500012,water (indirect),179072,6786614000000,2154,1013A,Préparation industrielle de produits à base de viande,8.(b).(i),matières premières animales (autres que le lait) d'une capacité de production de produits finis de 75 tonnes par jour
2017,0010001192,NA,NA,174000,89700,NA,SAVANE BROSSARD SA,34055884000047,water (indirect),644278,6786122000000,2154,1072Z,"Fabrication de biscuits, biscottes et pâtisseries de conservation",8.(b).(i),matières premières animales (autres que le lait) d'une capacité de production de produits finis de 75 tonnes par jour
2017,0052904352,89800,25000,2710000,1430000,442000,EUROSERUM,40086927700147,water (indirect),172950,6789990000000,2154,1051D,Fabrication d'autres produits laitiers,8.(c),Traitement et transformation du lait d'une capacité de traitement de 200 tonnes de lait par jour (valeur moyenne sur une base annuelle)
2017,0052904354,NA,NA,497000,NA,NA,CANDIA,35201495500350,water (indirect),173029,6789834000000,2154,1051A,Fabrication de lait liquide et de produits frais,8.(c),Traitement et transformation du lait d'une capacité de traitement de 200 tonnes de lait par jour (valeur moyenne sur une base annuelle)
2017,0052904384,NA,NA,NA,66100,NA,CONSERVERIE CHANCERELLE (usine Sardine),44314687300023,water (indirect),157641,6800339000000,2154,1020Z,"Transformation et conservation de poisson, de crustacés et de mollusques",NA,NA
2017,0052904512,NA,NA,167000,89300,NA,FARMOR Etablissement de Quimper,43312264500024,water (indirect),177020.63,6787898660000,2154,1012Z,Transformation et conservation de la viande de volaille,8.(b).(i),matières premières animales (autres que le lait) d'une capacité de production de produits finis de 75 tonnes par jour
2017,0052905071,NA,35000,545000,287000,NA,ENTREMONT,32552045000256,water (indirect),157765,2408379000000,27572,1051D,Fabrication d'autres produits laitiers,8.(c),Traitement et transformation du lait d'une capacité de traitement de 200 tonnes de lait par jour (valeur moyenne sur une base annuelle)
2017,0053200297,NA,NA,NA,48500,NA,Fermiers du Gers,43309003200023,water (indirect),442037,1885694,27572,1012Z,Transformation et conservation de la viande de volaille,NA,NA
2017,0054401527,NA,NA,NA,87600,NA,DELABLI - Division DELPIERRE,30844885100128,water (indirect),352032,6682689000000,2154,1020Z,"Transformation et conservation de poisson, de crustacés et de mollusques",NA,NA
2017,0053501216,60400,NA,465000,269000,NA,GATINE VIANDES,38220451900021,water (indirect),384439,6769283000000,2154,1011Z,Transformation et conservation de la viande de boucherie,NA,NA
2017,0054401754,NA,5560,344000,201000,NA,AUBRET,78818295400024,water (indirect),385731,6721349000000,2154,1013A,Préparation industrielle de produits à base de viande,8.(b).(i),matières premières animales (autres que le lait) d'une capacité de production de produits finis de 75 tonnes par jour
2017,0054401867,NA,NA,NA,62300,NA,COVI SAS,39189217100045,water (indirect),360237,6686077000000,2154,1085Z,Fabrication de plats préparés,NA,NA
2017,0053502069,NA,6360,827000,480000,NA,TRIBALLAT NOYAL,70920030700011,water (indirect),363291,6788996000000,2154,1051A,Fabrication de lait liquide et de produits frais,8.(c),Traitement et transformation du lait d'une capacité de traitement de 200 tonnes de lait par jour (valeur moyenne sur une base annuelle)
2017,0054900588,NA,NA,195000,101000,NA,CHARAL SAS,54695037900240,water (indirect),406225,6670815000000,2154,1011Z,Transformation et conservation de la viande de boucherie,8.(a),Abattoirs d'une capacité de production de 50 tonnes de carcasses par jour
2017,0054000410,NA,NA,NA,52000,NA,ABATTOIR MUNICIPAL,21400119000054,water (indirect),409524,6290835000000,2154,1011Z,Transformation et conservation de la viande de boucherie,NA,NA
2017,0054000914,NA,NA,NA,50300,NA,DELPEYRAT,64568002600079,water (indirect),370219,1879896,27572,1013A,Préparation industrielle de produits à base de viande,NA,NA
2017,0054000917,NA,NA,NA,69100,NA,FERMIERS LANDAIS SAS,39176072500013,water (indirect),365453,1866489,27572,1012Z,Transformation et conservation de la viande de volaille,NA,NA
2017,0054200292,NA,NA,370000,149000,NA,NIGAY S.A.,88555041800010,water (indirect),795555,6515669000000,2154,1089Z,Fabrication d'autres produits alimentaires n.c.a.,NA,NA
2017,0054200537,NA,9000,724000,275000,NA,SICAREV,88625009100057,water (indirect),783813,6550914000000,2154,1011Z,Transformation et conservation de la viande de boucherie,8.(a),Abattoirs d'une capacité de production de 50 tonnes de carcasses par jour
2017,0054200954,NA,NA,NA,71200,NA,SOCIETE LAITIERE DU FOREZ,88605017800013,water (indirect),785612,6501898000000,2154,1051A,Fabrication de lait liquide et de produits frais,8.(c),Traitement et transformation du lait d'une capacité de traitement de 200 tonnes de lait par jour (valeur moyenne sur une base annuelle)
2017,0054200985,NA,NA,254000,122000,NA,STEPHANOISE D'ABATTAGE,34286205900025,water (indirect),811141,6487147000000,2154,1011Z,Transformation et conservation de la viande de boucherie,8.(a),Abattoirs d'une capacité de production de 50 tonnes de carcasses par jour
2017,0054201345,NA,7030,5590000,2930000,374000,EAUX MINERALES DE SAINT ALBAN LES EAUX,32802418700044,water (indirect),773167,6546662000000,2154,1107B,Production de boissons rafraîchissantes,8.(b).(ii),matières premières végétales d'une capacité de production de produits finis de 300 tonnes par jour (valeur moyenne sur une base trimestrielle)
2017,0055603724,NA,NA,214000,NA,NA,SALAISONS CELTIQUES,86250027900099,water (indirect),-2.974105,48034045,4326,1013A,Préparation industrielle de produits à base de viande,NA,NA
2017,0056100002,NA,NA,244000,91600,NA,ELIVIA ALENÇON,34447746800021,water (indirect),485047,6820519000000,2154,1011Z,Transformation et conservation de la viande de boucherie,8.(a),Abattoirs d'une capacité de production de 50 tonnes de carcasses par jour
2017,0056100400,NA,NA,NA,74400,NA,SOCIETE NOUVELLE DE VOLAILLE - S.N.V.,40443277500033,water (indirect),443156,6831788000000,2154,1012Z,Transformation et conservation de la viande de volaille,NA,NA
2017,0056100667,NA,NA,NA,56500,NA,CHARAL,54695037900133,water (indirect),-0.564792,48740147,4326,1011Z,Transformation et conservation de la viande de boucherie,NA,NA
2017,0055601962,NA,19400,1140000,578000,NA,SAS ENTREMONT,32552045000090,water (indirect),2.35089,47835470,4326,1051C,Fabrication de fromage,8.(c),Traitement et transformation du lait d'une capacité de traitement de 200 tonnes de lait par jour (valeur moyenne sur une base annuelle)
2017,0055602062,56200,NA,438000,246000,NA,BERNARD SA,86950022300019,water (indirect),265453,6771115000000,2154,1011Z,Transformation et conservation de la viande de boucherie,8.(a),Abattoirs d'une capacité de production de 50 tonnes de carcasses par jour
2017,0056700320,NA,NA,275000,145000,NA,SOCOPA VIANDES HOLTZHEIM,50851378500271,water (indirect),1043293,6838886000000,2154,1011Z,Transformation et conservation de la viande de boucherie,8.(a),Abattoirs d'une capacité de production de 50 tonnes de carcasses par jour
2017,0055602682,NA,NA,224000,103000,NA,STANVEN SN,44457585600026,water (indirect),226891,6801357000000,2154,3821Z,Traitement et élimination des déchets non dangereux,8.(b).(i),matières premières animales (autres que le lait) d'une capacité de production de produits finis de 75 tonnes par jour
2017,0056700330,NA,NA,212000,NA,NA,HERTA,31104319400647,water (indirect),1047268,6836006000000,2154,1013A,Préparation industrielle de produits à base de viande,NA,NA
2017,0056800039,NA,NA,NA,49500,NA,SARVAL EST,80440642900022,water (indirect),1026400,6750400000000,2154,1041A,Fabrication d'huiles et graisses brutes,NA,NA
2017,0057900513,NA,6570,1040000,488000,384000,GALLIANCE NUEIL (CANARD),33431548800059,water (indirect),427764,6653554000000,2154,1012Z,Transformation et conservation de la viande de volaille,8.(a),Abattoirs d'une capacité de production de 50 tonnes de carcasses par jour
2017,0057100136,NA,NA,322000,190000,NA,LDC BOURGOGNE,31039150300029,water (indirect),867121,6619586000000,2154,1012Z,Transformation et conservation de la viande de volaille,8.(a),Abattoirs d'une capacité de production de 50 tonnes de carcasses par jour
2017,0057100394,73800,9590,1250000,596000,419000,GROUPE BIGARD,77622146700116,water (indirect),882373,6602669000000,2154,1011Z,Transformation et conservation de la viande de boucherie,8.(a),Abattoirs d'une capacité de production de 50 tonnes de carcasses par jour
2017,0057201662,86500,11300,1830000,1150000,605000,LDC,44450202500018,water (indirect),452349,6752716000000,2154,1012Z,Transformation et conservation de la viande de volaille,8.(a),Abattoirs d'une capacité de production de 50 tonnes de carcasses par jour
2017,0057201663,NA,6400,987000,620000,326000,LDC,44450202500018,water (indirect),451958,6752413000000,2154,1012Z,Transformation et conservation de la viande de volaille,8.(b).(i),matières premières animales (autres que le lait) d'une capacité de production de produits finis de 75 tonnes par jour
2017,0057201666,NA,NA,159000,92100,NA,SASU MARIE,32728036800140,water (indirect),453081,6754010000000,2154,1085Z,Fabrication de plats préparés,NA,NA
2017,0057400015,NA,NA,NA,46600,NA,ENTREMONT SAS,32552045000066,water (indirect),941623,6536094000000,2154,1051C,Fabrication de fromage,8.(b).(i),matières premières animales (autres que le lait) d'une capacité de production de produits finis de 75 tonnes par jour
2017,0057400154,NA,6210,264000,135000,NA,SOCIETE FROMAGERE D ETEAUX,38368605200010,water (indirect),954838,6556927000000,2154,1051C,Fabrication de fromage,NA,NA
2017,0057400619,NA,NA,191000,110000,NA,J&C SAS,88202829300042,water (indirect),954797,6558246000000,2154,1107B,Production de boissons rafraîchissantes,8.(b).(ii),matières premières végétales d'une capacité de production de produits finis de 300 tonnes par jour (valeur moyenne sur une base trimestrielle)
2017,0058700532,NA,NA,507000,341000,NA,LAITERIE LES FAYES,80893142200014,water (indirect),513638,2089280,27572,1051A,Fabrication de lait liquide et de produits frais,NA,NA
2017,0058700585,NA,5110,926000,357000,358000,REGIE MUNICIPALE DE L'ABATTOIR DE LIMOGES,44035213600012,water (indirect),1.255928,45815737,4326,1011Z,Transformation et conservation de la viande de boucherie,8.(a),Abattoirs d'une capacité de production de 50 tonnes de carcasses par jour
2017,0058701531,NA,NA,NA,91800,NA,SAS ABATTOIRS DE BESSINES,52213654800016,water (indirect),574264,6560185000000,2154,1011Z,Transformation et conservation de la viande de boucherie,8.(a),Abattoirs d'une capacité de production de 50 tonnes de carcasses par jour
2018,0005101189,NA,NA,NA,49500,NA,BIGARD SA,77622146780001,water (indirect),607387,6951122000000,2154,1011Z,Transformation et conservation de la viande de boucherie,8.(a),Abattoirs d'une capacité de production de 50 tonnes de carcasses par jour
2018,0005101699,NA,NA,406000,187000,NA,LACTINOV  (ex-SFPL),78058652500013,water (indirect),618829,7001574000000,2154,1051A,Fabrication de lait liquide et de produits frais,8.(c),Traitement et transformation du lait d'une capacité de traitement de 200 tonnes de lait par jour (valeur moyenne sur une base annuelle)
2018,0005101758,NA,NA,236000,121000,NA,EUROSERUM,40086927700097,water (indirect),624006,6986108000000,2154,1051D,Fabrication d'autres produits laitiers,8.(c),Traitement et transformation du lait d'une capacité de traitement de 200 tonnes de lait par jour (valeur moyenne sur une base annuelle)
2018,0005101916,NA,NA,260000,96900,NA,Mersen (ex CARBONE LORRAINE),43380301200023,water (indirect),649042,6981725000000,2154,2790Z,Fabrication d'autres matériels électriques,9.(d),Installations destinées à la fabrication de carbone (charbon dur) ou d'électrographite par combustion ou graphitisation
2018,0005102362,401000,NA,2040000,NA,NA,AJINOMOTO FOODS EUROPE,63204218000026,water (indirect),693309,6963011000000,2154,2110Z,Fabrication de produits pharmaceutiques de base,NA,NA
2018,0005103922,NA,NA,NA,45700,NA,SAICA PACK (ex RCO),32270754800036,water (indirect),730796,6919015000000,2154,1721A,Fabrication de carton ondulé,NA,NA
2018,0005106698,NA,NA,180000,77000,NA,SARP NORD ex SARP IDF,48770965100045,water (indirect),636004,6924168000000,2154,3700Z,Collecte et traitement des eaux usées,NA,NA
2018,0005108060,NA,NA,473000,NA,NA,ARCHROMA FRANCE SAS ex-CLARIANT,79271630000019,water (indirect),699595,6923010000000,2154,2059Z,Fabrication d'autres produits chimiques n.c.a.,4.(a).(ii),"hydrocarbures oxygénés, notamment les alcools, aldéhydes, cétones, acides carboxyliques, esters, acétates, éthers, peroxydes, résines époxydes"
2018,0005201506,NA,NA,1900000,NA,NA,Usine DRT Castets,98552015400040,water (indirect),366824,6316348000000,2154,2014Z,Fabrication d'autres produits chimiques organiques de base,4.(a).(ii),"hydrocarbures oxygénés, notamment les alcools, aldéhydes, cétones, acides carboxyliques, esters, acétates, éthers, peroxydes, résines époxydes"
2018,0005202084,NA,NA,245000,68300,NA,EUTICALS  SAS,49075603800017,water (indirect),512285,6346855000000,2154,2014Z,Fabrication d'autres produits chimiques organiques de base,4.(e),Installations utilisant un procédé chimique ou biologique pour la fabrication industrielle de produits pharmaceutiques de base
2018,0005202330,NA,NA,189000,52000,NA,DEUERER PETCARE FRANCE,80277541100019,water (indirect),473.45,3233900000,NA,1092Z,Fabrication d'aliments pour animaux de compagnie,8.(b).(i),matières premières animales (autres que le lait) d'une capacité de production de produits finis de 75 tonnes par jour
2018,0005202680,NA,NA,196000,58100,NA,SANOFI Chimie,42870620400081,water (indirect),407906,6260377000000,2154,2110Z,Fabrication de produits pharmaceutiques de base,4.(e),Installations utilisant un procédé chimique ou biologique pour la fabrication industrielle de produits pharmaceutiques de base
2018,0005202690,NA,NA,367000,NA,NA,ARKEMA France,31963279000246,water (indirect),403947,6265390000000,2154,2016Z,Fabrication de matières plastiques de base,4.(a).(viii),"matières plastiques de base (polymères, fibres synthétiques, fibres à base de cellulose)"
2018,0005202716,NA,NA,154000,86600,NA,NOVEAL SA,54820149000024,water (indirect),407800,6260284000000,2154,2014Z,Fabrication d'autres produits chimiques organiques de base,4.(a).(vi),hydrocarbures halogénés
2018,0005202718,NA,NA,470000,NA,NA,FINORGA SAS,66201932200046,water (indirect),407953,6259963000000,2154,2110Z,Fabrication de produits pharmaceutiques de base,4.(e),Installations utilisant un procédé chimique ou biologique pour la fabrication industrielle de produits pharmaceutiques de base
2018,0005205103,NA,NA,288000,NA,NA,ARKEMA  France SA,31963279000733,water (indirect),405963,6263471000000,2154,2014Z,Fabrication d'autres produits chimiques organiques de base,4.(a).(iii),hydrocarbures sulfurés
2018,0005205965,NA,NA,276000,188000,NA,Castel Frères,48228369400024,water (indirect),365112,1994375,27572,4634Z,Commerce de gros (commerce interentreprises) de boissons,8.(b).(ii),matières premières végétales d'une capacité de production de produits finis de 300 tonnes par jour (valeur moyenne sur une base trimestrielle)
2018,0005207123,NA,NA,NA,59100,NA,MAISON JOHANES BOUBEE,77558324800148,water (indirect),434534,6426294000000,2154,4634Z,Commerce de gros (commerce interentreprises) de boissons,NA,NA
2018,0005207519,NA,NA,NA,63200,NA,BIOENERGIE DU SUD OUEST,48174184100037,water (indirect),405495,6263343000000,2154,2014Z,Fabrication d'autres produits chimiques organiques de base,4.(a).(ii),"hydrocarbures oxygénés, notamment les alcools, aldéhydes, cétones, acides carboxyliques, esters, acétates, éthers, peroxydes, résines époxydes"
2018,0005300005,NA,6910,1680000,920000,342000,FLECHARD,30351400400017,water (indirect),444573,6832344000000,2154,1051B,Fabrication de beurre,8.(c),Traitement et transformation du lait d'une capacité de traitement de 200 tonnes de lait par jour (valeur moyenne sur une base annuelle)
2018,0005301462,NA,NA,184000,NA,NA,DUPONT D'ISIGNY ET JACQUIN,32927632300022,water (indirect),390096,6920150000000,2154,1082Z,"Fabrication de cacao, chocolat et de produits de confiserie",NA,NA
2018,0005301825,NA,NA,160000,88400,NA,COOPERATIVE  ISIGNY STE MERE,31775081800021,water (indirect),383789,6928802000000,2154,1051D,Fabrication d'autres produits laitiers,8.(c),Traitement et transformation du lait d'une capacité de traitement de 200 tonnes de lait par jour (valeur moyenne sur une base annuelle)
2018,0005301889,NA,NA,NA,73900,NA,COMPAGNIE DES FROMAGES & RICHESMONTS,50164519600079,water (indirect),323575,2457086,27572,1051C,Fabrication de fromage,8.(c),Traitement et transformation du lait d'une capacité de traitement de 200 tonnes de lait par jour (valeur moyenne sur une base annuelle)
2018,0005302775,NA,NA,614000,NA,NA,GILLOT SAS,34582029400014,water (indirect),455119,6849708000000,2154,1051C,Fabrication de fromage,NA,NA
2018,0005302864,NA,NA,365000,129000,NA,MONT BLANC SAS,44895436200043,water (indirect),383994,6928476000000,2154,1089Z,Fabrication d'autres produits alimentaires n.c.a.,8.(b).(i),matières premières animales (autres que le lait) d'une capacité de production de produits finis de 75 tonnes par jour
2018,0005303657,NA,5020,173000,105000,NA,SOCIETE FROMAGERE D'ORBEC,40310680000010,water (indirect),510460,6882527000000,2154,1051C,Fabrication de fromage,8.(c),Traitement et transformation du lait d'une capacité de traitement de 200 tonnes de lait par jour (valeur moyenne sur une base annuelle)
2018,0005305552,NA,NA,NA,46000,NA,CHU de Caen,26140093100018,water (indirect),403568,2470745000000,27572,8610Z,Activités hospitalières,NA,NA
2018,0005305929,NA,NA,NA,72800,NA,CREALINE,38367967700047,water (indirect),371856,6910506000000,2154,1085Z,Fabrication de plats préparés,NA,NA
2018,0005306883,NA,NA,587000,405000,NA,SOCIETE DES MAITRES LAITIERS DU COTENTIN,33815461000111,water (indirect),389769,6919324000000,2154,1051C,Fabrication de fromage,8.(c),Traitement et transformation du lait d'une capacité de traitement de 200 tonnes de lait par jour (valeur moyenne sur une base annuelle)
2018,0005401044,NA,NA,189000,114000,NA,LAGUILLAUMIE,42652006000028,water (indirect),739646,6752311000000,2154,1012Z,Transformation et conservation de la viande de volaille,NA,NA
2018,0005401124,NA,NA,280000,NA,NA,ECKES GRANINI FRANCE SNC,44001805900061,water (indirect),839893,6577952000000,2154,4638B,Commerce de gros (commerce interentreprises) alimentaire spécialisé divers,8.(b).(ii),matières premières végétales d'une capacité de production de produits finis de 300 tonnes par jour (valeur moyenne sur une base trimestrielle)
2018,0005401368,NA,NA,1040000,297000,389000,PLASTIPACK PACKAGING FRANCE,81198605800030,water (indirect),844408,6654483000000,2154,2222Z,Fabrication d'emballages en matières plastiques,4.(a).(viii),"matières plastiques de base (polymères, fibres synthétiques, fibres à base de cellulose)"
2018,0005401402,NA,NA,424000,49000,NA,AMORA MAILLE Chevigny,31164122900076,water (indirect),862618,6690205000000,2154,1084Z,Fabrication de condiments et assaisonnements,8.(b).(ii),matières premières végétales d'une capacité de production de produits finis de 300 tonnes par jour (valeur moyenne sur une base trimestrielle)
2018,0005401483,NA,NA,NA,45200,NA,DAUNAT BOURGOGNE,42099049100029,water (indirect),840097,6627278000000,2154,1089Z,Fabrication d'autres produits alimentaires n.c.a.,NA,NA
2018,0005401631,NA,NA,NA,51900,NA,SPPH,01665059000017,water (indirect),858029,6692584000000,2154,2042Z,Fabrication de parfums et de produits pour la toilette,NA,NA
2018,0005401657,NA,NA,202000,NA,NA,Villers SAS,44465161600021,water (indirect),828500,2250100,27572,1089Z,Fabrication d'autres produits alimentaires n.c.a.,NA,NA
2018,0005401696,NA,NA,831000,394000,NA,PAPREC PLASTIQUES SAS,40978836100023,water (indirect),839271,6638323000000,2154,3832Z,Récupération de déchets triés,NA,NA
2018,0005401901,NA,NA,153000,NA,NA,REFRESCO France,32802418700036,water (indirect),848842,6671620000000,2154,1032Z,Préparation de jus de fruits et légumes,8.(b).(ii),matières premières végétales d'une capacité de production de produits finis de 300 tonnes par jour (valeur moyenne sur une base trimestrielle)
2018,0005500062,NA,NA,565000,250000,NA,dominique Riou,50851378500172,water (indirect),245996,6845577000000,2154,1011Z,Transformation et conservation de la viande de boucherie,8.(a),Abattoirs d'une capacité de production de 50 tonnes de carcasses par jour
2018,0005500070,NA,8740,591000,296000,NA,ENTREMONT ALLIANCE,32552045000249,water (indirect),248822,6845643000000,2154,1051C,Fabrication de fromage,NA,NA
2018,0005500088,NA,NA,NA,82400,NA,FERTIVAL SA,38006950000029,water (indirect),290866,6832413000000,2154,3821Z,Traitement et élimination des déchets non dangereux,5.(c),Installations destinées à l'élimination des déchets non dangereux d'une capacité de 50 tonnes par jour
2018,0005500107,115000,NA,675000,346000,NA,COOPERL ARC ATLANTIQUE,38398687400014,water (indirect),290888,6832708000000,2154,1011Z,Transformation et conservation de la viande de boucherie,8.(a),Abattoirs d'une capacité de production de 50 tonnes de carcasses par jour
2018,0005500149,52700,8170,796000,359000,NA,LOUDEAC VIANDES,38903190700014,water (indirect),272515,6800124000000,2154,1011Z,Transformation et conservation de la viande de boucherie,8.(a),Abattoirs d'une capacité de production de 50 tonnes de carcasses par jour
2018,0005500165,NA,20400,597000,201000,NA,ARMOR PROTEINES,67920028700036,water (indirect),271822,6799559000000,2154,1051D,Fabrication d'autres produits laitiers,8.(c),Traitement et transformation du lait d'une capacité de traitement de 200 tonnes de lait par jour (valeur moyenne sur une base annuelle)
2018,0005500166,NA,7280,1110000,508000,NA,GELAGRI BRETAGNE,30766703000018,water (indirect),272225,6800967000000,2154,4639A,Commerce de gros (commerce interentreprises) de produits surgelés,8.(b).(ii),matières premières végétales d'une capacité de production de produits finis de 300 tonnes par jour (valeur moyenne sur une base trimestrielle)
2018,0005500169,NA,NA,335000,155000,NA,BROCELIANDE ALH,41208222400087,water (indirect),272604,6800355000000,2154,1013A,Préparation industrielle de produits à base de viande,8.(b).(i),matières premières animales (autres que le lait) d'une capacité de production de produits finis de 75 tonnes par jour
2018,0005500170,NA,7030,475000,224000,NA,ENTREMONT ALLIANCE,32552045000256,water (indirect),272673,6801762000000,2154,1051C,Fabrication de fromage,8.(c),Traitement et transformation du lait d'une capacité de traitement de 200 tonnes de lait par jour (valeur moyenne sur une base annuelle)
2018,0005500491,NA,NA,317000,165000,NA,YFFINIAC INDUSTRIE LAITA,51107270400022,water (indirect),280669,6835862000000,2154,1051D,Fabrication d'autres produits laitiers,8.(c),Traitement et transformation du lait d'une capacité de traitement de 200 tonnes de lait par jour (valeur moyenne sur une base annuelle)
2018,0005500609,NA,NA,NA,66500,NA,BUNGE France,43539135400022,water (indirect),147725,6835585000000,2154,1041A,Fabrication d'huiles et graisses brutes,8.(b).(ii),matières premières végétales d'une capacité de production de produits finis de 300 tonnes par jour (valeur moyenne sur une base trimestrielle)
2018,0005501172,NA,NA,NA,52600,NA,MERALLIANCE ARMORIC,34404275900037,water (indirect),120134,2352586,27572,1020Z,"Transformation et conservation de poisson, de crustacés et de mollusques",NA,NA
2018,0005501236,NA,NA,336000,154000,NA,BONDUELLE TRAITEUR (Saladerie),57715078200024,water (indirect),190129,6783426000000,2154,1039A,Autre transformation et conservation de légumes,NA,NA
2018,0005501443,NA,NA,NA,43000,NA,SALAISONS CLERMONT,39854560800018,water (indirect),314188,2364181,27572,1013A,Préparation industrielle de produits à base de viande,NA,NA
2018,0005501539,NA,NA,178000,97600,NA,SALAISONS CELTIQUES,86250027900057,water (indirect),263600,2363900,27572,1013A,Préparation industrielle de produits à base de viande,NA,NA
2018,0005501608,NA,6450,306000,125000,NA,RONSARD SAS,32161691400016,water (indirect),218100,2332399,27572,1012Z,Transformation et conservation de la viande de volaille,8.(a),Abattoirs d'une capacité de production de 50 tonnes de carcasses par jour
2018,0005501679,NA,NA,NA,66500,NA,SAS CENTRE D'ABATTAGE DE DINDES DU FAOUET,31782343300022,water (indirect),165764,2353224,27572,1012Z,Transformation et conservation de la viande de volaille,8.(a),Abattoirs d'une capacité de production de 50 tonnes de carcasses par jour
2018,0005501682,NA,NA,NA,61700,NA,GROUPE ROCHER OPERATIONS,87658007700017,water (indirect),316087,6754356000000,2154,2042Z,Fabrication de parfums et de produits pour la toilette,NA,NA
2018,0005501783,54200,7020,876000,428000,NA,Galliance Languidic,50400150400027,water (indirect),188959,2329265,27572,1012Z,Transformation et conservation de la viande de volaille,8.(a),Abattoirs d'une capacité de production de 50 tonnes de carcasses par jour
2018,0005501901,69000,NA,786000,531000,NA,BRETAGNE CHIMIE FINE,32514837700022,water (indirect),246900,2317199,27572,2014Z,Fabrication d'autres produits chimiques organiques de base,NA,NA
2018,0005502077,NA,NA,496000,244000,NA,CELVIA SERENT,95060840600027,water (indirect),237600,2324899,27572,1012Z,Transformation et conservation de la viande de volaille,8.(a),Abattoirs d'une capacité de production de 50 tonnes de carcasses par jour
2018,0005502079,NA,NA,NA,49700,NA,SOLEVAL France,50161987800074,water (indirect),203000,2351699,27572,1041A,Fabrication d'huiles et graisses brutes,5.(e),Installations destinées à l'élimination ou à la valorisation de carcasses et de déchets d'animaux d'une capacité de traitement de 10 tonnes par jour
2018,0005502091,NA,NA,NA,48100,NA,DELICES DE SAINT-LEONARD (Les),38796539500016,water (indirect),225537,2304086,27572,1085Z,Fabrication de plats préparés,NA,NA
2018,0005503317,NA,NA,287000,NA,NA,OVOTEAM DU GRAND PLESSIS,48491836200035,water (indirect),269941,6830392000000,2154,4633Z,"Commerce de gros (commerce interentreprises) de produits laitiers, ufs, huiles et matières grasses comestibles",NA,NA
2018,0005503320,NA,NA,171000,80600,NA,COOPERL ARC ATLANTIQUE,38398687400097,water (indirect),276633,6837882000000,2154,1013A,Préparation industrielle de produits à base de viande,NA,NA
2018,0005503335,57000,NA,NA,76700,NA,KERVALIS ARMOR,38415386200022,water (indirect),304113,6802015000000,2154,1013A,Préparation industrielle de produits à base de viande,8.(b).(i),matières premières animales (autres que le lait) d'une capacité de production de produits finis de 75 tonnes par jour
2018,0005503427,NA,NA,247000,91500,NA,Cité Marine,35378684100042,water (indirect),182456,2321973,27572,1085Z,Fabrication de plats préparés,NA,NA
2018,0005503449,50900,6350,1120000,671000,NA,TRIBALLAT NOYAL - Usine SOJASUN,70920030700029,water (indirect),372400,6789000000000,2154,1051A,Fabrication de lait liquide et de produits frais,NA,NA
2018,0005503548,NA,NA,NA,89100,NA,PEP,42080049200027,water (indirect),246313,2336393,27572,1089Z,Fabrication d'autres produits alimentaires n.c.a.,8.(b).(i),matières premières animales (autres que le lait) d'une capacité de production de produits finis de 75 tonnes par jour
2018,0005503599,NA,NA,188000,66400,NA,CHU Rennes - site de Pontchaillou,26350007600017,water (indirect),300600,2353300,27572,8610Z,Activités hospitalières,NA,NA
2018,0005503903,NA,NA,493000,254000,NA,DELICES DU VAL PLESSIS,32605584500019,water (indirect),335950,2353158,27572,1052Z,Fabrication de glaces et sorbets,8.(c),Traitement et transformation du lait d'une capacité de traitement de 200 tonnes de lait par jour (valeur moyenne sur une base annuelle)
2018,0005503907,NA,NA,252000,234000,NA,PEP CASSERIE,87678019800043,water (indirect),246313,2336393,27572,1089Z,Fabrication d'autres produits alimentaires n.c.a.,8.(b).(i),matières premières animales (autres que le lait) d'une capacité de production de produits finis de 75 tonnes par jour
2018,0005503909,NA,NA,NA,47100,NA,KERANNA PRODUCTIONS,53132598300025,water (indirect),209388,2330981,27572,1013A,Préparation industrielle de produits à base de viande,8.(b).(i),matières premières animales (autres que le lait) d'une capacité de production de produits finis de 75 tonnes par jour
2018,0005503910,NA,NA,447000,263000,NA,GALLIANCE Elaboré,30537565100026,water (indirect),233900,2310299,27572,1085Z,Fabrication de plats préparés,8.(b).(i),matières premières animales (autres que le lait) d'une capacité de production de produits finis de 75 tonnes par jour
2018,0005508870,NA,NA,411000,207000,NA,CELVIA,95060840600019,water (indirect),221600,2328399,27572,1012Z,Transformation et conservation de la viande de volaille,8.(a),Abattoirs d'une capacité de production de 50 tonnes de carcasses par jour
2018,0005508872,NA,NA,NA,69800,NA,BERNARD SAS (salaisons),86950022300043,water (indirect),214800,2337099,27572,1011Z,Transformation et conservation de la viande de boucherie,8.(b).(i),matières premières animales (autres que le lait) d'une capacité de production de produits finis de 75 tonnes par jour
2018,0005515356,NA,NA,NA,55700,NA,KERMENE,49668001800090,water (indirect),323636.95,6826094170000,2154,1011Z,Transformation et conservation de la viande de boucherie,8.(b).(i),matières premières animales (autres que le lait) d'une capacité de production de produits finis de 75 tonnes par jour
