Code SANDRE;Date de mise en configuration actuelle;Date mise en service;Date de fermeture;Nom ouvrage;Commune d'implantation;Code insee commune;Cours d'eau;Entité Hydro;Masse d'eau;Code masse d'eau;X (L93);Y (L93);Capacité nominale;Unité;Exploitant;Maître d'ouvrage;Autorisation de rejet;Communes raccordées
"020821700012";"01/01/1976";"01/01/1976";"";"CAMPING D'HAULME";"HAULME";"8217";"";"B6110100";"SEMOY";"FRB1R585";"828280";"6975285";"240";"kg/j DBO5";"DEPARTEMENT DES ARDENNES ";"DEPARTEMENT DES ARDENNES ";"";
"025449701859";"01/04/2007";"01/04/2007";"";"SAXON-SION";"SAXON-SION";"54497";"";"";"BRENON";"FRCR267";"927597";"6818513";"37,5";"kg/j DBO5";"CNE DE SAXON-SION";"CNE DE SAXON-SION";"";
"026722901900";"21/04/2009";"21/04/2009";"";"JETTERSWILLER";"JETTERSWILLER";"67229";"";"A2820550";"MOSSIG 2";"FRCR146";"1025581";"6850016";"18";"kg/j DBO5";"CNE DE JETTERSWILLER";"CNE DE JETTERSWILLER";"03/07/2008";
"026803800421";"01/01/1974";"01/01/1974";"28/02/2000";"BISCHWIHR";"BISCHWIHR";"68038";"RIGOLE DE WIDENSOHLEN";"A224046J";"RIGOLE DE WIDENSOHLEN";"FRCR14";"1030225";"6786870";"75";"kg/j DBO5";"CNE DE BISCHWIHR";"CNE DE BISCHWIHR";"";
"026747500395";"01/01/1993";"01/01/1993";"";"SPARSBACH";"SPARSBACH";"67475";"";"A3110760";"MODER 1";"FRCR152";"1024504";"6873540";"21,6";"kg/j DBO5";"S.D.E.A. ALSACE MOSELLE";"S.D.E.A. ALSACE MOSELLE";"";
"026732200360";"01/10/1973";"01/10/1973";"";"NEUWILLER-LES-SAVERNE";"NEUWILLER-LES-SAVERNE";"67322";"";"A3440640";"GRIESBAECHEL";"FRCR189";"1023564";"6867261";"111";"kg/j DBO5";"S.D.E.A. ALSACE MOSELLE";"S.D.E.A. ALSACE MOSELLE";"";
"025414601729";"09/02/2006";"09/02/2006";"";"CREZILLES";"CREZILLES";"54146";"";"A5610440";"BOUVADE";"FRCR272";"912314";"6835844";"15";"kg/j DBO5";"SIA DE LA BOUVADE";"SIA DE LA BOUVADE";"26/04/2006";
"025431802441";"16/12/2013";"16/12/2013";"";"LIVERDUN_SOUS-VIGNAL";"LIVERDUN";"54318";"";"A5850060";"MOSELLE 5";"FRCR212";"924507";"6855335";"9";"kg/j DBO5";"CNE DE LIVERDUN";"CNE DE LIVERDUN";"";
"025400700036";"01/01/1984";"01/01/1984";"";"AINGERAY";"AINGERAY";"54007";"";"A5850060";"MOSELLE 5";"FRCR212";"921164";"6853570";"252";"kg/j DBO5";"LYONNAISE DES EAUX";"SI EAUX & ASS AINGERAY SEXEY VELAINE";"31/05/1994";
"025445500085";"01/01/1989";"01/01/1989";"";"REMENOVILLE";"REMENOVILLE";"54455";"";"A6740460";"RUISSEAU DE MORANVILLER";"FRCR316";"957043";"6823805";"12";"kg/j DBO5";"CNE DE REMENOVILLE";"CNE DE REMENOVILLE";"17/11/2006";
"025721201309";"01/08/2000";"01/08/2000";"";"FEY";"FEY";"57212";"";"A7870390";"GRAND FOSSE";"FRCR368";"927763";"6885380";"75,6";"kg/j DBO5";"HAGANIS";"HAGANIS";"";
"025725401954";"01/09/2010";"01/09/2010";"";"GORZE";"GORZE";"57254";"";"A7400340";"RUISSEAU DE GORZE 1";"FRCR351";"920038";"6887959";"123";"kg/j DBO5";"VEOLIA EAU - CIE GENERALE DES EAUX";"CNE DE GORZE";"13/06/2006";
"025438902335";"01/10/2013";"01/10/2013";"";"MOUAVILLE";"MOUAVILLE";"54389";"";"A8070360";"ORNE 1";"FRCR380";"902177";"6904889";"7";"kg/j DBO5";"CNE DE MOUAVILLE";"CNE DE MOUAVILLE";"01/10/2011";
"025524202208";"01/10/2011";"01/10/2011";"";"HENNEMONT";"HENNEMONT";"55242";"";"A8050850";"ORNE 1";"FRCR380";"894596";"6895753";"15";"kg/j DBO5";"CNE DE HENNEMONT";"CNE DE HENNEMONT";"08/06/2009";
"025763502134";"01/12/2011";"01/12/2011";"";"SCHALBACH";"SCHALBACH";"57635";"";"A9050570";"ISCH";"FRCR420";"1005836";"6866537";"24";"kg/j DBO5";"CC DE SARREBOURG MOSELLE SUD";"CC DE SARREBOURG MOSELLE SUD";"15/04/2011";
"020810500005";"01/01/1996";"01/09/1975";"";"CHARLEVILLE-MEZIERES";"CHARLEVILLE-MEZIERES";"8105";"";"B5600000";"MEUSE 7";"FRB1R476";"824729";"6964340";"5739,96";"kg/j DBO5";"TRADILOR";"CA CHARLEVILLE MEZIERES / SEDAN";"28/11/1994";
"020802800001";"01/01/1968";"01/01/1968";"";"AUBRIVES";"AUBRIVES";"8028";"";"B7200000";"MEUSE 8";"FRB1R477";"826369";"7001907";"42";"kg/j DBO5";"CNE DE AUBRIVES";"CNE DE AUBRIVES";"10/12/1970";
"026720800332";"01/01/1987";"01/01/1987";"";"HOHENGOEFT";"HOHENGOEFT";"67208";"";"A2820200";"MOSSIG 2";"FRCR146";"1028824";"6849012";"27";"kg/j DBO5";"CNE DE HOHENGOEFT";"CNE DE HOHENGOEFT";"";
"026745801348";"01/02/2002";"01/02/2002";"";"SCHWEIGHOUSE-SUR-MODER";"SCHWEIGHOUSE-SUR-MODER";"67458";"";"A3300100";"MODER 3";"FRCR154";"1048862";"6868237";"1039,5";"kg/j DBO5";"S.D.E.A. ALSACE MOSELLE";"S.D.E.A. ALSACE MOSELLE";"23/11/1999";
"028838300500";"01/01/1998";"01/11/1971";"";"REMIREMONT";"REMIREMONT";"88383";"";"A4200060";"MOSELLE 2";"FRCR209";"967770";"6775097";"1540,02";"kg/j DBO5";"LYONNAISE DES EAUX FRANCE";"SIVOM AGGLOMERATION ROMARIMONTAINE";"10/02/1995";
"025438002277";"13/09/2012";"13/09/2012";"";"MONT-LE-VIGNOBLE";"MONT-LE-VIGNOBLE";"54380";"";"A5620310";"BOUVADE";"FRCR272";"909718";"6839078";"29";"kg/j DBO5";"SIA DE LA BOUVADE";"SIA DE LA BOUVADE";"16/07/2010";
"025403701755";"01/12/2005";"01/12/2005";"";"AZELOT";"AZELOT";"54037";"";"A6920630";"RUISSEAU DE L'ETANG";"FRCR328";"938059";"6837268";"40,2";"kg/j DBO5";"CNE DE AZELOT";"CNE DE AZELOT";"07/09/2004";
"025755702276";"01/04/2013";"01/04/2013";"";"PUTTELANGE-LES-THIONVILLE_HIMELING";"PUTTELANGE-LES-THIONVILLE";"57557";"";"A8820420";"RUISSEAU DE BOLER";"FRCR405";"933971";"6936998";"34";"kg/j DBO5";"CC DE CATTENOM ET ENVIRONS";"CC DE CATTENOM ET ENVIRONS";"01/06/2011";
"025764801985";"01/05/2010";"01/05/2010";"";"SERVIGNY-LES-RAVILLE";"SERVIGNY-LES-RAVILLE";"57648";"";"A9850720";"NIED ALLEMANDE 2";"FRCR460";"952665";"6891631";"39";"kg/j DBO5";"CC DU PAYS DE PANGE";"CNE DE SERVIGNY RAVILLE";"";
"025728801776";"06/03/2007";"06/03/2007";"";"HAM-SOUS-VARSBERG";"HAM-SOUS-VARSBERG";"57288";"";"A9600200";"BISTEN";"FRCR458";"966377";"6903835";"658,8";"kg/j DBO5";"SIA SUD DE LA BISTEN";"SIA SUD DE LA BISTEN";"27/03/2006";
"026751400404";"01/01/1972";"01/01/1972";"30/09/2002";"WALDAMBACH";"WALDHAMBACH";"67514";"RUISSEAU L'EICHEL";"A923020A";"EICHEL 2";"FRCR437";"1007976";"6877889";"27";"kg/j DBO5";"SIVOM DE DIEMERINGEN ET ENVIRONS";"SIA DE L'EICHELTHAL";"";
"025504300095";"01/01/1994";"01/01/1978";"";"BELLEVILLE-SUR-MEUSE/VERDUN";"BELLEVILLE-SUR-MEUSE";"55043";"";"B3010000";"MEUSE 4";"FRB1R473";"872653";"6900067";"2178";"kg/j DBO5";"VEOLIA EAU - CIE GENERALE DES EAUX";"SM ASSAINISSEMENT & TRANSPORT VERDUNOIS";"28/05/2009";
"025432200070";"01/01/1956";"01/01/1956";"15/09/2004";"LONGUYON";"LONGUYON";"54322";"RIVIERE LA CHIERS";"B420010C";"CHIERS 2";"FRB1R722";"888016";"6930811";"252";"kg/j DBO5";"VEOLIA EAU - CIE GENERALE DES EAUX";"CNE DE LONGUYON";"";
"025526201630";"01/06/2005";"01/06/2005";"";"JUVIGNY-SUR-LOISON";"JUVIGNY-SUR-LOISON";"55262";"";"B4570200";"LOISON 2";"FRB1R557";"869353";"6932176";"16,8";"kg/j DBO5";"CC DU PAYS DE MONTMEDY";"CC DU PAYS DE MONTMEDY";"";
"028810200480";"01/08/1988";"01/08/1988";"";"CHERMISEY";"CHERMISEY";"88102";"";"";"";"";"889831";"6816054";"24";"kg/j DBO5";"CNE DE CHERMISEY";"CNE DE CHERMISEY";"";
"020805701867";"01/01/1970";"01/01/1970";"";"CENTRE ENFANCE BELLEVILLE";"BELLEVILLE-ET-CHATILLON-SUR-BAR";"8057";"";"";"BAR";"FRB1R574";"832416";"6929710";"24";"kg/j DBO5";"CENTRE DEPARTEMENTAL DE L'ENFANCE";"CENTRE DEPARTEMENTAL DE L'ENFANCE";"";
"026715200315";"01/01/1978";"01/01/1978";"";"GEISPOLSHEIM";"GEISPOLSHEIM";"67152";"";"A2630200";"EHN 4";"FRCR134";"1046177";"6834089";"624";"kg/j DBO5";"SOC ALSACIENNE SERVICES ENVIRONNEMENT ";"EUROMETROPOLE DE STRASBOURG";"";
"026740900380";"31/12/2005";"07/08/1989";"";"ROPPENHEIM";"ROPPENHEIM";"67409";"";"A3690110";"SAUER 3";"FRCR160";"1071046";"6873034";"526,5";"kg/j DBO5";"S.D.E.A. ALSACE MOSELLE";"S.D.E.A. ALSACE MOSELLE";"21/12/2004";
"026732400361";"01/01/1976";"01/01/1976";"";"NIEDERBRONN";"NIEDERBRONN-LES-BAINS";"67324";"";"A32-0210";"FALKENSTEINBACH 2";"FRCR168";"1040477";"6880997";"720";"kg/j DBO5";"S.D.E.A. ALSACE MOSELLE";"S.D.E.A. ALSACE MOSELLE";"";
"028808901349";"01/01/1977";"01/01/1977";"";"LA CHAPELLE-DEVANT-BRUYERE";"CHAPELLE-DEVANT-BRUYERES (LA)";"88089";"";"A4330900";"NEUNE";"FRCR230";"982433";"6793678";"7,2";"kg/j DBO5";"CNE DE CHAPELLE-DEVANT-BRUYERES";"CNE DE CHAPELLE-DEVANT-BRUYERES";"";
"025426202252";"01/12/2011";"01/12/2011";"";"HOEVILLE";"HOEVILLE";"54262";"";"A6910300";"ROANNE";"FRCR327";"953025";"6850405";"17";"kg/j DBO5";"CNE DE HOEVILLE";"CNE DE HOEVILLE";"09/11/2010";
"025713701813";"01/07/2008";"01/07/2008";"";"CHEMINOT";"CHEMINOT";"57137";"";"A7850100";"SEILLE 4";"FRCR335";"930768";"6877179";"59";"kg/j DBO5";"SOCIETE MOSELLANE DES EAUX";"SM D'ASSAINISSEMENT DE LA SEILLE AVAL";"09/01/2006";
"025770700281";"26/03/2014";"01/11/1988";"";"VERNEVILLE";"VERNEVILLE";"57707";"";"A7410400";"MANCE";"FRCR353";"919538";"6898534";"63";"kg/j DBO5";"HAGANIS";"HAGANIS";"27/06/2014";
"025526702213";"01/04/2012";"01/04/2012";"";"LACHAUSSEE";"LACHAUSSEE";"55267";"";"A8100200";"YRON";"FRCR382";"906563";"6886227";"20";"kg/j DBO5";"SIE DU SOIRON";"SIE DU SOIRON";"24/06/2011";
"025767200272";"01/01/1968";"01/01/1968";"18/07/2003";"THIONVILLE";"THIONVILLE";"57672";"LA MOSELLE";"A861006B";"MOSELLE 6";"FRCR213";"931179";"6922994";"4980";"kg/j DBO5";"VEOLIA EAU - CIE GENERALE DES EAUX ";"CA PORTES DE FRANCE - THIONVILLE";"";
"025711001812";"01/01/2008";"01/01/2008";"";"BRETTNACH";"BRETTNACH";"57110";"";"A9940410";"OHLIGBACH";"FRCR466";"958521";"6912033";"32,4";"kg/j DBO5";"SOCIETE DES EAUX DE L'EST ";"SIA DU PAYS BOUZONVILLOIS";"07/05/2003";
"025734601737";"01/10/2006";"01/10/2006";"";"INSMING";"INSMING";"57346";"";"A9110200";"ALBE 1";"FRCR432";"983994";"6880387";"142";"kg/j DBO5";"SOCIETE DES EAUX DE L'EST ";"SIA INSMING-NELLING";"30/06/2003";
"025216200031";"18/04/1980";"18/04/1980";"";"DAMMARTIN-SUR-MEUSE";"DAMMARTIN-SUR-MEUSE";"52162";"";"B0000330";"MEUSE 1";"FRB1R470";"891873";"6767111";"108";"kg/j DBO5";"CNE DE DAMMARTIN-SUR-MEUSE";"CNE DE DAMMARTIN-SUR-MEUSE";"";
"025222700032";"01/09/1990";"01/09/1990";"";"GRAFFIGNY-CHEMIN";"GRAFFIGNY-CHEMIN";"52227";"";"B1040510";"MOUZON 2";"FRB1R486";"896248";"6790143";"18";"kg/j DBO5";"CNE DE GRAFFIGNY-CHEMIN";"CNE DE GRAFFIGNY-CHEMIN";"";
"025548402409";"01/07/2011";"01/07/2011";"";"SEPTSARGES";"SEPTSARGES";"55484";"";"B3050560";"RUISSEAU DE GUEROVILLE";"FRB1R530";"857791";"6910996";"3";"kg/j DBO5";"CNE DE SEPTSARGES";"CNE DE SEPTSARGES";"01/03/2010";
"025401101892";"16/04/2008";"16/04/2008";"";"ALLONDRELLE-LA-MALMAISON";"ALLONDRELLE-LA-MALMAISON";"54011";"";"B4210300";"DORLON";"FRB1R548";"886207";"6936783";"43,8";"kg/j DBO5";"CNE D'ALLONDRELLE-LA-MALMAISON";"CNE D'ALLONDRELLE-LA-MALMAISON";"";
"020819401402";"01/01/1960";"01/01/1960";"";"IGES CNE DE GLAIRE";"GLAIRE";"8194";"";"B5030000";"MEUSE 6";"FRB1R475";"837623";"6961027";"8,4";"kg/j DBO5";"CA CHARLEVILLE MEZIERES / SEDAN";"CA CHARLEVILLE MEZIERES / SEDAN";"";
"026719200328";"01/10/1990";"01/10/1990";"";"HERBSHEIM";"HERBSHEIM";"67192";"RUISSEAU HANFGRABEN";"A2370470";"ILL 6";"FRCR21";"1042217";"6816541";"699,96";"kg/j DBO5";"S.D.E.A. ALSACE MOSELLE";"S.D.E.A. ALSACE MOSELLE";"";
"028803702515";"01/03/2015";"01/03/2015";"";"BASSE-SUR-LE-RUPT";"BASSE-SUR-LE-RUPT";"88037";"";"A4140510";"MOSELOTTE 2";"FRCR223";"979819";"6772119";"29";"kg/j DBO5";"CNE DE BASSE-SUR-LE-RUPT";"CNE DE BASSE-SUR-LE-RUPT";"18/12/2013";
"028846401675";"01/01/1989";"01/01/1989";"";"TENDON CLE";"TENDON";"88464";"";"A4350670";"BARBA";"FRCR232";"973558";"6786329";"9";"kg/j DBO5";"CNE DE TENDON";"CNE DE TENDON";"";
"028848300512";"01/01/1987";"01/01/1987";"";"UXEGNEY";"UXEGNEY";"88483";"";"A4610200";"AVIERE";"FRCR242";"950873";"6794871";"300";"kg/j DBO5";"LYONNAISE DES EAUX FRANCE";"SIA DE DARNIEULLES ET UXEGNEY";"24/10/2006";
"028812801672";"01/01/1988";"01/01/1988";"";"DENIPAIRE CROIX";"DENIPAIRE";"88128";"";"A6080300";"HURE";"FRCR293";"993720";"6812353";"2";"kg/j DBO5";"CNE DE DENIPAIRE";"CNE DE DENIPAIRE";"";
"028837200815";"01/06/1995";"01/06/1995";"";"RAON-L'ETAPE-BERTRICHAMPS";"RAON-L'ETAPE";"88372";"";"A6150100";"MEURTHE 3";"FRCR279";"984339";"6818733";"971,22";"kg/j DBO5";"NANTAISE DES EAUX SERVICES";"SI D'EPURATION DU CLAIRUPT";"30/05/1994";
"025434501860";"01/11/2007";"01/11/2007";"";"MANONCOURT-EN-VERMOIS";"MANONCOURT-EN-VERMOIS";"54345";"";"A6900570";"PETIT RHONE";"FRCR326";"941414";"6838718";"25,2";"kg/j DBO5";"CNE DE MANONCOURT EN VERMOIS";"CNE DE MANONCOURT EN VERMOIS";"03/01/2002";
"025722802087";"15/04/2011";"15/04/2011";"";"FOSSIEUX";"FOSSIEUX";"57228";"";"A7750550";"RUISSEAU D'OSSON";"FRCR361";"944698";"6866835";"11";"kg/j DBO5";"CNE DE FOSSIEUX";"CNE DE FOSSIEUX";"";
"025418801845";"05/04/2007";"05/04/2007";"";"FAULX";"FAULX";"54188";"";"A7000320";"MAUCHERE";"FRCR336";"933596";"6859079";"121,5";"kg/j DBO5";"SIA DU VAL DE MAUCHERE";"SIA DU VAL DE MAUCHERE";"16/02/2007";
"025762600217";"01/03/1982";"01/03/1982";"";"MECHY";"SANRY-LES-VIGY";"57626";"";"A7900870";"BEVOTTE";"FRCR376";"937842";"6903760";"18";"kg/j DBO5";"CC DU HAUT CHEMIN";"CC DU HAUT CHEMIN";"";
"025717900153";"01/01/1976";"01/01/1976";"30/10/2012";"DISTROFF STUCKANGE";"DISTROFF";"57179";"";"A8630200";"BIBICHE";"FRCR400";"936609";"6919416";"198";"kg/j DBO5";"SOCIETE DES EAUX DE L'EST ";"CNE DE DISTROFF";"";
"025746900223";"19/12/1968";"19/12/1968";"";"MITTERSHEIM";"MITTERSHEIM";"57469";"";"A9080300";"NAUBACH 2";"FRCR431";"988778";"6869652";"54";"kg/j DBO5";"CC DE SARREBOURG MOSELLE SUD";"CC DE SARREBOURG MOSELLE SUD";"23/12/2010";
"025718002232";"01/07/2013";"01/07/2013";"";"DOLVING";"DOLVING";"57180";"";"A9040380";"LANDBACH";"FRCR424";"994915";"6860245";"26";"kg/j DBO5";"CC DE SARREBOURG MOSELLE SUD";"CC DE SARREBOURG MOSELLE SUD";"01/06/2011";
"020836300025";"01/01/1979";"01/01/1979";"31/12/1997";"REVIN ANCIENNE";"REVIN";"8363";"LA MEUSE";"B000000A";"MEUSE 8";"FRB1R477";"818188";"6984222";"9,48";"kg/j DBO5";"CIE GENERALE DES EAUX";"CNE DE REVIN";"";
"025212700030";"01/01/1975";"01/01/1975";"";"CHOISEUL";"CHOISEUL";"52127";"";"B0020390";"MEUSE 1";"FRB1R470";"890941";"6776119";"9";"kg/j DBO5";"CNE DE CHOISEUL";"CNE DE CHOISEUL";"";
"028832100496";"01/05/1980";"01/05/1980";"30/07/2005";"NEUFCHATEAU";"NEUFCHATEAU";"88321";"LA MEUSE";"B110000C";"MEUSE 3";"FRB1R472";"899477";"6811166";"1734";"kg/j DBO5";"REGIE AUTONOME EAUX ET ASSAINISSEMENT";"REGIE AUTONOME EAUX ET ASSAINISSEMENT";"";
"028840102282";"01/10/2012";"01/10/2012";"";"ROUVRES-LA-CHETIVE";"ROUVRES-LA-CHETIVE";"88401";"";"B1270300";"FREZELLE";"FRB1R496";"906346";"6804764";"26";"kg/j DBO5";"CNE DE ROUVRES-LA-CHETIVE";"CNE DE ROUVRES-LA-CHETIVE";"12/01/2012";
"025515801974";"01/03/2009";"01/03/2009";"";"DOMMARY-BARONCOURT";"DOMMARY-BARONCOURT";"55158";"";"B4310200";"OTHAIN 1";"FRB1R550";"896729";"6913576";"205";"kg/j DBO5";"SIE DE PIENNES";"SIE DE PIENNES";"31/07/2007";
"025458302227";"01/10/2011";"01/10/2011";"";"VILLEY-LE-SEC";"VILLEY-LE-SEC";"54583";"";"";"MOSELLE 5";"FRCR212";"918929";"6844222";"19";"kg/j DBO5";"CC DU TOULOIS";"CC DU TOULOIS";"06/03/2007";
"026820802425";"01/04/2014";"01/04/2014";"";"MICHELBACH-LE-HAUT";"MICHELBACH-LE-HAUT";"68208";"";"A0240300";"ALTE-BACH";"FRCR28";"1034449";"6728520";"65";"kg/j DBO5";"CNE DE  MICHELBACH-LE-HAUT";"CNE DE  MICHELBACH-LE-HAUT";"20/04/2012";
"025403901313";"23/12/2000";"23/12/2000";"";"BACCARAT";"BACCARAT";"54039";"";"A6310100";"MEURTHE 3";"FRCR279";"976049";"6823658";"464,4";"kg/j DBO5";"CNE DE BACCARAT";"CNE DE BACCARAT";"06/07/2000";
"025435700075";"01/10/2002";"01/01/1971";"";"MAXEVILLE/NANCY";"MAXEVILLE";"54357";"";"A6940100";"MEURTHE 7";"FRCR283";"933453";"6850483";"28800";"kg/j DBO5";"VEOLIA EAU - CIE GENERALE DES EAUX ";"CU DU GRAND NANCY - CUGN";"19/08/1999";
"025717101770";"11/12/2006";"11/12/2006";"";"DELME";"DELME";"57171";"";"A7800300";"RUISSEAU DE ST-JEAN (AFFL. SEILLE)";"FRCR362";"948449";"6870268";"85,8";"kg/j DBO5";"SIA DELME DONJEUX PUZIEUX";"SIA DELME DONJEUX PUZIEUX";"19/05/2004";
"025702401811";"01/09/2008";"01/09/2008";"";"ANTILLY";"ANTILLY";"57024";"";"A7910920";"BEVOTTE";"FRCR376";"936279";"6904539";"14,4";"kg/j DBO5";"SOCIETE MOSELLANE DES EAUX";"CC RIVES DE MOSELLE";"11/06/2007";
"025704300120";"01/04/2001";"01/01/1990";"";"AY-SUR-MOSELLE";"AY-SUR-MOSELLE";"57043";"";"A7930060";"MOSELLE 6";"FRCR213";"933081";"6909225";"1155";"kg/j DBO5";"NANTAISE DES EAUX SERVICES";"CC RIVES DE MOSELLE";"16/02/1989";
"025435302203";"01/04/2012";"01/04/2012";"";"MARS-LA-TOUR";"MARS-LA-TOUR";"54353";"";"A8200320";"RUISSEAU DU FOND DE LA CUVE 1";"FRCR387";"910178";"6893227";"65";"kg/j DBO5";"SIE DU SOIRON";"SIE DU SOIRON";"07/04/2011";
"025446901905";"01/07/2008";"01/07/2008";"";"SAINT-AIL HABONVILLE";"SAINT-AIL";"54469";"";"A8230330";"RUISSEAU DE STE-MARIE";"FRCR392";"918474";"6900617";"4,8";"kg/j DBO5";"CNE DE SAINT-AIL";"CNE DE SAINT-AIL";"05/02/2007";
"025722100161";"01/01/1971";"01/01/1971";"31/10/2002";"VALLEE DE LA FENSCH";"FLORANGE";"57221";"RIVIERE LA FENSCH";"A852020A";"FENSCH";"FRCR398";"929037";"6918870";"3540";"kg/j DBO5";"SIEA DE FONTOY - VALLEE DE LA FENSCH";"SIEA DE FONTOY - VALLEE DE LA FENSCH";"";
"025732301339";"01/11/2001";"01/11/2001";"";"HETTANGE-GRANDE";"HETTANGE-GRANDE";"57323";"";"A8640300";"KIESEL 1";"FRCR402";"929397";"6926137";"564";"kg/j DBO5";"CC DE CATTENOM ET ENVIRONS";"CC DE CATTENOM ET ENVIRONS";"01/02/2000";
"025769000277";"01/08/1974";"01/08/1974";"23/09/2005";"VALMONT (LUCHAIRE)";"VALMONT";"57690";"RUISSEAU DE (VALMONT)";"A981038A";"NIED ALLEMANDE 1";"FRCR459";"970912";"6892664";"174";"kg/j DBO5";"VEOLIA EAU - CIE GENERALE DES EAUX ";"SIA DES TROIS VALLEES";"";
"025761001777";"01/10/2006";"01/10/2006";"";"SAINT-FRANCOIS-LACROIX";"SAINT-FRANCOIS-LACROIX";"57610";"";"A995051";"REMEL";"FRCR468";"952125";"6922263";"18";"kg/j DBO5";"SIA DU REMELBACH";"SIA DU REMELBACH";"";
"025760601316";"01/09/2001";"01/09/2001";"";"SAINT-AVOLD";"SAINT-AVOLD";"57606";"";"A9500200";"ROSSELLE 2";"FRCR456";"972417";"6896401";"1223,1";"kg/j DBO5";"REGIE MUNICIPALE ENERGIS";"REGIE MUNICIPALE ENERGIS";"21/09/2000";
"020830201509";"01/03/2004";"01/03/2004";"";"MONTHERME";"MONTHERME";"8302";"";"B7000000";"MEUSE 8";"FRB1R477";"824375";"6976238";"249";"kg/j DBO5";"VEOLIA EAU - CIE GENERALE DES EAUX";"CNE DE MONTHERME";"01/10/2003";
"025765601778";"01/08/2007";"01/08/2007";"";"SORBEY";"SORBEY";"57656";"";"";"NIED FRANCAISE 2";"FRCR417";"943007";"6888455";"16,8";"kg/j DBO5";"CC DU PAYS DE PANGE";"CNE DE SORBEY";"";
"026745302098";"01/09/2011";"01/09/2011";"";"SCHOENAU";"SCHOENAU";"67453";"";"A0400012";"RHIN 2";"FRCR2";"1045138";"6803272";"240";"kg/j DBO5";"S.D.E.A. ALSACE MOSELLE";"S.D.E.A. ALSACE MOSELLE";"";
"026717701884";"01/07/2008";"01/07/2008";"";"GUNSTETT";"GUNSTETT";"67177";"";"A3620110";"SAUER 2";"FRCR712";"1051275";"6878246";"995";"kg/j DBO5";"S.D.E.A. ALSACE MOSELLE";"S.D.E.A. ALSACE MOSELLE";"01/06/2006";
"026741500382";"01/10/2014";"01/01/1978";"";"ROTHBACH";"ROTHBACH";"67415";"";"A3140200";"ROTHBACH 2";"FRCR162";"1031875";"6876557";"105";"kg/j DBO5";"S.D.E.A. ALSACE MOSELLE";"SIA D'OFFWILLER-ROTHBACH";"13/05/2014";
"025754001096";"24/09/1998";"24/09/1998";"30/09/2002";"PHALSBOURG SCHAFFENECK";"PHALSBOURG";"57540";"RUISSEAU (DE BRUNNENTHAL)";"A341032A";"ZORN 2";"FRCR175";"1011986";"6859567";"6";"kg/j DBO5";"LYONNAISE DES EAUX";"CNE DE PHALSBOURG";"";
"026703400294";"01/01/1978";"01/01/1978";"";"BERSTETT";"BERSTETT";"67034";"";"A3510200";"LANDGRABEN";"FRCR197";"1044083";"6851512";"174";"kg/j DBO5";"S.D.E.A. ALSACE MOSELLE";"S.D.E.A. ALSACE MOSELLE";"";
"028826200492";"01/10/1988";"01/10/1988";"";"LAVELINE-DEVANT-BRUYERES";"LAVELINE-DEVANT-BRUYERES";"88262";"";"A4330300";"NEUNE";"FRCR230";"978494";"6793810";"96";"kg/j DBO5";"AQUA MAINTENANCE";"CC BRUYERES-VALLONS DES VOSGES";"";
"028833501882";"07/07/2008";"07/07/2008";"";"OFFROICOURT";"OFFROICOURT";"88335";"";"A5270780";"VAL D'AROL";"FRCR259";"926185";"6802194";"11,7";"kg/j DBO5";"CNE DE OFFROICOURT";"CNE DE OFFROICOURT";"";
"025409000047";"01/01/1975";"01/01/1975";"";"BOUXIERES-AUX-DAMES";"BOUXIERES-AUX-DAMES";"54090";"";"A6960100";"MEURTHE 7";"FRCR283";"931842";"6855371";"348";"kg/j DBO5";"VEOLIA EAU - CIE GENERALE DES EAUX";"CNE DE BOUXIERES-AUX-DAMES";"";
"025405501733";"07/06/2006";"07/06/2006";"";"BAYONVILLE-SUR-MAD";"BAYONVILLE-SUR-MAD";"54055";"";"A7350200";"RUPT DE MAD 3";"FRCR345";"919408";"6883570";"84";"kg/j DBO5";"SIA DU VAL DE MAD";"SIA DU VAL DE MAD";"29/12/2003";
"025438501424";"01/07/2002";"01/07/2002";"";"MORFONTAINE";"MORFONTAINE";"54385";"";"B4120350";"CRUSNES 2";"FRB1R547";"904269";"6930793";"72";"kg/j DBO5";"CNE DE MORFONTAINE";"CNE DE MORFONTAINE";"27/05/2002";
"020836301220";"01/05/1998";"01/05/1998";"";"REVIN";"REVIN";"8363";"";"B7040000";"MEUSE 8";"FRB1R477";"818512";"6984234";"818,1";"kg/j DBO5";"VEOLIA EAU - CIE GENERALE DES EAUX";"CNE DE REVIN";"09/09/1997";
"025409602271";"01/06/2013";"01/06/2013";"";"BREHAIN-LA-VILLE";"BREHAIN LA VILLE";"54096";"";"";"CRUSNES 1";"FRB1R701";"908311";"6929993";"21";"kg/j DBO5";"BREHAIN LA VILLE";"BREHAIN LA VILLE";"18/11/2010";
"025709701513";"15/05/2004";"15/05/2004";"";"HALLING LES BOULAY";"BOULAY-MOSELLE";"57097";"";"";"NIED REUNIE 1";"FRCR418";"955919";"6900448";"6";"kg/j DBO5";"SOCIETE DES EAUX DE L'EST ";"CC DU PAYS BOULAGEOIS";"";
