Numouvep,Nomouvep,Numineco,Coola2ex,Coola2ey,Coola2ez,Codhyd,Libcodhyd,Numnat,Codeurme,Nommasea,Datmises,Datfer,Datautre,Datcnfac,Nomcom,Coddep,Libdep,Codmilsu,Libmilsu,Valcapst,Valcapconstructeur,Unicapst,Codpar,Maitre Ouvrage,Exploitant,Coola2ex Rjet,Coola2ey Rjet,Type Ouvrage,Cap Traitmt Reglmt,Debit Reference,Debit Moy Jour,Debit Horair Pointe,Code Hydro
2270,GOUGENHEIM ,67163,1035198,6854583,,A3470380,RUISSEAU LE ROHRBACH,26716302270,FRCR193,ROHRBACH,3/12/13,,9/10/09,,GOUGENHEIM,67,BAS-RHIN,A3470380,Ruisseau le Rohrbach,655,450,kg/j DBO5,86,LINSIG CAROLE,LINSIG CAROLE,1035255,6854585,Boues Activées - traitement Azote - traitement Phosphore,7500,4500,1820,228,
2381,NOMENY ,54400,935776,6869444,,A7830100,RIVIERE LA SEILLE,25440002381,FRCR334,SEILLE 3,3/1/14,,11/14/12,,NOMENY,54,MEURTHE-ET-MOSELLE,A7--0100,La Seille,90,78,kg/j DBO5,86,,,935701,6869372,Filtres plantés de Roseaux,1300,585,300,25,
1532,CLIMBACH ,67075,1053753,6890623,,A3610340,RUISSEAU LE SCHMELZBACH,26707501532,FRCR201,SCHMELZBACH,11/14/07,,1/25/06,,CLIMBACH,67,BAS-RHIN,A3610340,Ruisseau le Schmelzbach,49.8,39,kg/j DBO5,86,SCM DOCTEURS GERBER ET DAHLET,SCM DOCTEURS GERBER ET DAHLET,1053851,6890478,Disques Biologiques,650,163,135,12,
3615,MEHONCOURT ,54359,949783,6829021,,A6760620,RUISSEAU DE DAMELEVIERES,25435903615,FRCR317,RUISSEAU DE DAMELEVIERES,9/8/22,,,,MEHONCOURT,54,MEURTHE-ET-MOSELLE,A6760620,Ruisseau de Damelevieres,,13,kg/j DBO5,86,,,949824,6828992,Filtres plantés de Roseaux,,,,,
2140,COUSSEY ,88118,898402,6816141,,B1150000,RIVIERE LA MEUSE,28811802140,FRB1R472,MEUSE 3,6/15/11,,1/7/09,,COUSSEY,88,VOSGES,B---0000,La Meuse,43,47,kg/j DBO5,86,ASSOCIATION ECOLE DE MUSIQUE BRUNSTATT,ASSOCIATION ECOLE DE MUSIQUE BRUNSTATT,898144,6816189,Filtres plantés de Roseaux,785,220,144,12,
1847,COYVILLER ,54141,941839,6837128,,A6900500,Ruisseau DE COYVILLER,25414101847,FRCR326,PETIT RHONE,12/1/07,,10/2/07,,COYVILLER,54,MEURTHE-ET-MOSELLE,A6900500,Ruisseau de Coyviller,13.2,10.2,kg/j DBO5,86,,,941874,6837092,Bassin d'Infiltration,150,,50,6,
2111,HOUDREVILLE ,54266,929675,6827409,,A5420200,LE BRENON,25426602111,FRCR267,BRENON,9/1/10,,9/1/10,,HOUDREVILLE,54,MEURTHE-ET-MOSELLE,A54-0200,Le Brenon,25,19,kg/j DBO5,86,COMMUNE DE PIERREPONT,COMMUNE DE PIERREPONT,929734,6827366,Filtres plantés de Roseaux,375,180,90,8,
1252,GUENANGE ,57269,931527,6915879,,A8500060,LA MOSELLE,25726901252,FRCR213,MOSELLE 6,1/1/02,,7/27/01,,GUENANGE,57,MOSELLE,A---0060,La Moselle,1417.5,1140,kg/j DBO5,86,EURO CAR,COMMUNE DE BAIRON ET SES ENVIRONS,930552,6915748,Boues Activées - traitement Azote - traitement Phosphore,19000,4674,4448,556,
186,HAUCONCOURT ,57303,932232,6906988,,A792006A,LA MOSELLE,25730300186,FRCR377,BILLERON,1/1/67,12/19/06,,,HAUCONCOURT,57,MOSELLE,A---0060,La Moselle,36,36,kg/j DBO5,86,SI COLL & TRAITEAUX USEES MUHLBACH,,932233,6907006,Boues Activées,,,48,6,A7920060
2377,FRANCHEVILLE ,54208,915255,6853023,,A5830300,RUISSEAU LE LONGEAU,25420802377,FRCR276,LONGEAU (AFFL. TERROUIN),7/1/13,,12/3/12,,FRANCHEVILLE,54,MEURTHE-ET-MOSELLE,A5830300,Ruisseau le Longeau,16,16,kg/j DBO5,86,,COMMUNE DE JEANDELAINCOURT,915353,6853114,Autres,267,170,123,7,
2475,BAYON ,54054,945748,6824693,,A5030200,L'EURON,25405402475,FRCR250,EURON,9/17/14,,11/10/10,,BAYON,54,MEURTHE-ET-MOSELLE,A50-0200,L'Euron,145,144,kg/j DBO5,86,COMMUNE DE GERMONT,LE DRAGON DE L EST,945763,6824617,Boues Activées - traitement Azote,2400,800,650,82,
3561,SECOURT - SAILLY-ACHÂTEL ,57643,940030,6876554,,,,25764303561,FRCR365,Ruisseau de Moince,4/22/20,,,,SECOURT,57,MOSELLE,,,,36,kg/j DBO5,86,,,939956,6876639,Filtres plantés de Roseaux,,,75,12.5,
282,VERNY ,57708,934139,6883174,,A786043A,RUISSEAU DE CHERISEY,25770800282,FRCR367,RUISSEAU DE VERNY,9/24/13,9/25/13,,,VERNY,57,MOSELLE,A7860430,Ruisseau de Cherisey,66,,kg/j DBO5,86,EARL ELEVAGE DU MOULIN,EARL ELEVAGE DU MOULIN,,,,,,392,49,A7860430
2584,CONTHIL ,57151,968157,6872505,,A7600200,LA PETITE SEILLE,25715102584,FRCR333,SEILLE 2,12/5/16,,2/1/16,,CONTHIL,57,MOSELLE,A76-0200,La Petite Seille,17,11,kg/j DBO5,86,COMMUNE DE CHALAINES,COMMUNE DE CHALAINES,967835,6872495,Lagunage Naturel,190,150,70,2.9,
2033,MOLLKIRCH ,67299,1024116,6832923,,A2750380,RUISSEAU LA MAGEL,26729902033,FRCR143,MAGEL,5/3/10,,6/6/06,,MOLLKIRCH,67,BAS-RHIN,A2750380,Ruisseau la Magel,197,164,kg/j DBO5,86,LINSIG CAROLE,LINSIG CAROLE,1024192,6832958,Boues Activées - traitement Azote,2730,2500,1010,126,
1410,JAILLON ,54272,918862,6854176,,A5840200,LE TERROUIN,25427201410,FRCR275,TERROUIN,11/1/01,,6/15/05,,JAILLON,54,MEURTHE-ET-MOSELLE,A58-0200,Le Terrouin,33,,kg/j DBO5,86,,,,,Bassin d'Infiltration,550,100,95,11.7,
2578,BLAMONT ,54077,982431,6838629,,A6450110,LA VEZOUZE,25407702578,FRCR285,VEZOUZE 2,9/1/16,,1/29/15,,BLAMONT,54,MEURTHE-ET-MOSELLE,A6--0110,La Vezouze,100,98,kg/j DBO5,86,COMMUNE DE POIX-TERRON,COMMUNE DE POIX-TERRON,982477,6838843,Filtres plantés de Roseaux,1630,650,225,27.1,
499,RAMONCHAMP ,88369,978757,6761208,,A404006A,LA MOSELLE,28836900499,FRCR208,MOSELLE 1,10/1/72,5/22/06,,,RAMONCHAMP,88,VOSGES,A---0060,La Moselle,99,,kg/j DBO5,86,LAHMAR ALI,LAHMAR ALI,,,Boues Activées,,,320,40,A4040060
811,BEAUMONT-EN-ARGONNE ,8055,849409,6939825,,B3200320,RUISSEAU DE BEAUMONT EN ARGONNE,20805500811,FRB1R538,RUISSEAU DE BEAUMONT EN ARGONNE,1/1/71,,,,BEAUMONT-EN-ARGONNE,8,ARDENNES,B3200320,Ruisseau de Beaumont en Argonne,21,,kg/j DBO5,86,COMMUNE DE AHEVILLE,COMMUNE DE AHEVILLE,,,Boues Activées,,,51,6,
1838,DOUNOUX ,88157,956852,6785093,,A4420390,RUISSEAU DE RAINJUMENIL,28815701838,FRCR237,RUISSEAU DE RAINJUMENIL,1/1/98,,1/30/96,,DOUNOUX,88,VOSGES,A4420390,Ruisseau de Rainjumenil,60,60,kg/j DBO5,86,,,956852,6785093,Lagunage Naturel,1000,,300,1,
234,PETIT-REDERCHING ,57535,1014382,6892945,,A9360300,RUISSEAU BICKENALBE,25753500234,FRCR452,BICKENALBE,3/15/75,3/10/10,,,PETIT-REDERCHING,57,MOSELLE,A9360300,Ruisseau Bickenalbe,105,105,kg/j DBO5,86,,,1014342,6892949,Boues Activées,,,320,40,
336,KESKASTEL ,67234,995654,6882410,,A9090100,RIVIERE LA SARRE,26723400336,FRCR413,SARRE 3,1/1/78,,,,KESKASTEL,67,BAS-RHIN,A9--0100,La Sarre Blanche,123,123,kg/j DBO5,86,LINSIG CAROLE,LINSIG CAROLE,995588,6882429,Boues Activées - traitement Azote,,,440,55,
1920,REZONVILLE ,57578,918395,6892175,,,Infiltration,25757801920,FRCR351,RUISSEAU DE GORZE 1,4/1/09,,3/8/05,,REZONVILLE-VIONVILLE,57,MOSELLE,,,27,27,kg/j DBO5,86,,,918476,6892060,Lagunage Naturel,450,195,130,16,
502,SAINT-DIE LA PECHERIE ,88413,990223,6808917,,A6070100,RIVIERE LA MEURTHE,28841300502,FRCR279,MEURTHE 3,1/1/94,,1/1/94,,SAINT-DIE-DES-VOSGES,88,VOSGES,A6--0100,La Meurthe,1638.9,2400,kg/j DBO5,86,,,,,Boues Activées - traitement Azote - traitement Phosphore,40000,8200,5024,628,
3470,PETITMONT ,54421,992008,6836257,,A6400110,LA VEZOUZE,25442103470,FRCR284,VEZOUZE 1,12/1/19,,3/14/17,,PETITMONT,54,MEURTHE-ET-MOSELLE,A6--0110,La Vezouze,415,415,kg/j DBO5,86,COMMUNE DE DOMNOM-LES-DIEUZE,COMMUNE DE DOMNOM-LES-DIEUZE,992099,6836523,Filtres plantés de Roseaux,346,99,,,
196,KERLING-LES-SIERCK (HAUTE SIERCK) ,57361,946347,6926287,,A8870640,RUISSEAU LE VEIERBACH,25736100196,FRCR408,RUISSEAU DE MONTENACH,1/1/76,4/19/16,,,KERLING-LES-SIERCK,57,MOSELLE,A8870640,Ruisseau le Veierbach,10.98,10.98,kg/j DBO5,86,SCHRECK ENERGIE SARL,SCHRECK ENERGIE SARL,946336,6926268,Décanteur,,,68,8,
2524,WINTERSBOURG ,57747,1007756,6862472,,A3430210,LA ZINSEL DU SUD,25774702524,FRCR180,ZINSEL DU SUD 1,11/15/15,,9/13/13,,WINTERSBOURG,57,MOSELLE,A34-0210,La Zinsel du Sud,19,18,kg/j DBO5,86,ENTREPRISE CHIAROTTO,ENTREPRISE CHIAROTTO,1007838,6862579,Filtres plantés de Roseaux,300,160,70,2.9,
2083,JAINVILLOTTE ,88249,900121,6799162,,B1080210,RIVIERE L'ANGER,28824902083,FRB1R487,ANGER,7/1/10,,,,JAINVILLOTTE,88,VOSGES,B10-0210,L'Anger,13,8,kg/j DBO5,86,WIRTH ANDRE,WIRTH ANDRE,900152,6798951,Filtres plantés de Roseaux,,,45,3.8,
2132,BREHAIN ,57107,959359,6873204,,A9700370,RUISSEAU DU MOULIN DE BREHAIN,25710702132,FRCR416,NIED FRANCAISE 1,9/1/11,,,,BREHAIN,57,MOSELLE,A9700370,Ruisseau de St-Vendelin,7,7,kg/j DBO5,86,COMMUNE DE HAUDRECY,COMMUNE DE HAUDRECY,959217,6873376,Lagunage Naturel,,,38,4.8,
191,ILLANGE ,57343,930613,6919148,,A850006A,LA MOSELLE,25734300191,FRCR213,MOSELLE 6,1/1/72,6/25/02,,,ILLANGE,57,MOSELLE,A---0060,La Moselle,105,,kg/j DBO5,86,EURO CAR,SIADEP DE LA COTE DE L'EPINE,,,Boues Activées,,,224,28,A8500060
399,STUTZHEIM-OFFENHEIM ,67485,1041297,6846698,,A2910200,RIVIERE LA SOUFFEL,26748500399,FRCR151,SOUFFEL,1/1/85,5/20/20,,,STUTZHEIM-OFFENHEIM,67,BAS-RHIN,A29-0200,La Souffel,189,,kg/j DBO5,86,LINSIG CAROLE,LINSIG CAROLE,1041269,6846737,Boues Activées - traitement Azote,,,740,93,
201,LANDONVILLERS ,57155,947069,6897496,,A9740120,LA NIED,25715500201,FRCR417,NIED FRANCAISE 2,1/1/92,,3/17/05,1/1/07,COURCELLES-CHAUSSY,57,MOSELLE,A9--0120,La Nied Francaise,26.4,30.6,kg/j DBO5,86,,,946976,6897559,Lagunage Naturel,460,80,62,8,
1221,BONCOURT/MEUSE ,55058,888833,6858442,,B2130000,RIVIERE LA MEUSE,25505801221,FRB1R472,MEUSE 3,10/1/98,,,,BONCOURT-SUR-MEUSE,55,MEUSE,B---0000,La Meuse,33,30,kg/j DBO5,86,COMMUNE DE DIMBSTHAL,COMMUNE DE DIMBSTHAL,,,Bassin d'Infiltration,,,150,21.88,
257,SARREBOURG ,57630,998864,6857943,,A902010A,RIVIERE LA SARRE,25763000257,FRCR423,BIEVRE 2,4/1/76,12/31/00,,,SARREBOURG,57,MOSELLE,A9--0100,La Sarre Blanche,2538,2538,kg/j DBO5,86,MIDI 30,CC DU PAYS DE WISSEMBOURG,998734,6857901,,,,7600,596,A9020100
1687,TENDON STADE ,88464,973585,6786509,,A4350670,RUISSEAU LE SCOUET,28846401687,FRCR232,BARBA,1/1/89,,,,TENDON,88,VOSGES,A4350670,Ruisseau le Scouet,3,3,kg/j DBO5,86,BELOT AIMIE,BELOT AIMIE,,,Assainissement Non Collectif,,,,,
835,ABONCOURT ,57001,943471,6911928,,A8710200,RUISSEAU LE CANNER,25700100835,FRCR404,CANNER,1/1/95,,,,ABONCOURT,57,MOSELLE,A87-0200,La Canner,33.78,,kg/j DBO5,86,COMMUNE DE ELOYES,COMMUNE DE ELOYES,943424,6912487,Lagunage Naturel,,,117,15,
2458,MOUSSEY ,57488,978911,6848509,,A6800200,LE SANON,25748802458,FRCR320,SANON 1,6/15/15,,2/22/13,,MOUSSEY,57,MOSELLE,A68-0200,Le Sânon,56,57,kg/j DBO5,86,,,979110,6848450,Lagunage Naturel,860,464,290,36,
2238,LANGATTE HAUT-CLOCHER ,57382,992874,6858354,,A9040380,RUISSEAU LE LANDBACH,25738202238,FRCR424,LANDBACH,7/15/14,,8/27/12,,LANGATTE,57,MOSELLE,A9040380,Ruisseau le Landbach,79,54,kg/j DBO5,86,,,992927,6858432,Filtres plantés de Roseaux,900,486,260,22,
1787,RAON-SUR-PLAINE ,88373,1002574,6831469,,A6200200,infiltration,28837301787,FRCR296,PLAINE 1,6/1/07,,7/28/05,,RAON-SUR-PLAINE,88,VOSGES,A62-0200,La Plaine,16,16,kg/j DBO5,86,,,1002638,6831498,Filtres plantés de Roseaux,260,,,,
411,WOERTH ,67550,1047963,6880905,,A3620110,RIVIERE LA SAUER,26755000411,FRCR712,SAUER 2,1/1/81,3/1/10,,,WOERTH,67,BAS-RHIN,A3--0110,La Sauer,264,266,kg/j DBO5,86,,,,,Boues Activées,,,1150,144,
150,DELME ,57171,948490,6870261,,A780030A,RUISSEAU DE ST-JEAN,25717100150,FRCR362,RUISSEAU DE ST-JEAN (AFFL. SEILLE),1/1/77,12/10/06,,,DELME,57,MOSELLE,A7800300,Ruisseau de St-Jean,96,96,kg/j DBO5,86,COMMUNE DE THONNE-LA-LONG,COMMUNE DE THONNE-LA-LONG,948481,6870246,Boues Activées,,,192,24,A7800300
1871,LIEDERSCHIEDT ,57402,1027976,6900635,,A9320920,RUISSEAU LE GRUNNELSBACH,25740201871,FRCR451,SCHWARTZENBACH,1/1/08,,,,LIEDERSCHIEDT,57,MOSELLE,A9320920,Ruisseau le Grunnelsbach,12,12,kg/j DBO5,86,LINSIG CAROLE,LINSIG CAROLE,1027038,6900139,Lagunage Naturel,,,1,1,
2230,BURLIONCOURT ,57120,962746,6868096,,A7610200,LA PETITE SEILLE,25712002230,FRCR333,SEILLE 2,8/1/14,,3/15/12,,BURLIONCOURT,57,MOSELLE,A76-0200,La Petite Seille,10,10,kg/j DBO5,86,COMMUNE DE SIGNY-MONTLIBERT,COMMUNE DE SIGNY-MONTLIBERT,962877,6868135,Filtres plantés de Roseaux,170,,34,2.8,
2206,HOSTE ,57337,984628,6892454,,A9140470,RUISSEAU DE HOSTE,25733702206,FRCR434,MODERBACH,11/15/12,,3/2/11,,HOSTE,57,MOSELLE,A9140470,Ruisseau de Hoste,35,29,kg/j DBO5,86,,,984694,6892564,Filtres plantés de Roseaux,475,103,115,9.6,
473,BRUYERES LA LIZERNE ,88078,976066,6795396,,A4340430,RUISSEAU LA LIZENNE,28807800473,FRCR229,VOLOGNE 3,3/1/66,12/30/12,,,BRUYERES,88,VOSGES,A4340430,Ruisseau la Lizenne,78,,kg/j DBO5,86,EMPIRICAL COMPANY,EMPIRICAL COMPANY,,,Boues Activées,,,136,17,
2235,HAMPONT ,57290,962225,6865653,,,Ruisseau de la Fontaine,25729002235,FRCR333,SEILLE 2,9/1/14,,4/1/12,,HAMPONT,57,MOSELLE,,,18,11,kg/j DBO5,86,SIVOM DE MARLENHEIM ET ENVIRONS,SIVOM DE MARLENHEIM ET ENVIRONS,962466,6865862,Filtres plantés de Roseaux,190,99,61,5,
2372,COURBESSEAUX ,54139,949615,6848750,,A6910300,LA ROANNE,25413902372,FRCR327,ROANNE,11/1/12,,12/16/11,,COURBESSEAUX,54,MEURTHE-ET-MOSELLE,A6910300,La Roanne,26,21,kg/j DBO5,86,,,949615,6848651,Filtres plantés de Roseaux,350,170,88,6.8,
514,VENTRON ,88500,988745,6767043,,A4120300,RUISSEAU LE VENTRON,28850000514,FRCR223,MOSELOTTE 2,1/1/74,7/1/18,,,VENTRON,88,VOSGES,A4120300,Ruisseau le Ventron,48,,kg/j DBO5,86,CUNY CEDRIC,CUNY CEDRIC,,,Boues Activées,,,130,15,
3432,VENTRON ,88500,988600,6767010,,A4120300,RUISSEAU LE VENTRON,28850003432,FRCR223,MOSELOTTE 2,7/1/18,,3/11/14,,VENTRON,88,VOSGES,A4120300,Ruisseau le Ventron,,60,kg/j DBO5,86,CUNY CEDRIC,CUNY CEDRIC,988530,6767140,Disques Biologiques,1000,468,180,19,
407,WEYER ,67528,1002977,6869050,,A9050210,RIVIERE L'ISCH,26752800407,FRCR420,ISCH,1/1/88,,,,WEYER,67,BAS-RHIN,A90-0210,L'Isch,349.98,330,kg/j DBO5,86,SCEA BAAL,SCEA BAAL,1003017,6869005,Boues Activées - traitement Azote - traitement Phosphore,,,1408,176,
1781,WALDWEISTROFF ,57739,954617,6923016,,A9950380,RUISSEAU DE WEISTROFF,25773901781,FRCR468,REMEL,5/6/08,,5/30/06,,WALDWEISTROFF,57,MOSELLE,A9950380,Ruisseau de Weistroff,32,31,kg/j DBO5,86,,,954772,6922823,Lagunage Naturel,515,,154,19,
1970,DOLAINCOURT ,88137,908481,6808436,,B1260300,RUISSEAU LA SERMONE,28813701970,FRB1R493,VAIR 2,5/1/09,,,,DOLAINCOURT,88,VOSGES,B1260300,Ruisseau la Sermone,7,7,kg/j DBO5,86,ASSOCIATION POUR L'ENSEIGNEMENT MUSICAL,ASSOCIATION POUR L'ENSEIGNEMENT MUSICAL,908519,6808428,Filtres plantés de Roseaux,,,22,2,
2179,VITTERSBOURG ROSE ,57725,988656,6879127,,A9180460,RUISSEAU ENGENGRABEN,25772502179,FRCR435,RODE,8/1/12,,11/10/10,,VITTERSBOURG,57,MOSELLE,A9180460,Ruisseau Engengraben,11,8,kg/j DBO5,86,RINGENBACH GABRIEL ROBERT,RINGENBACH GABRIEL ROBERT,988714,6879084,Lagunage Naturel,180,110,42,5.4,
2253,DISTROFF-METZERVISSE ,57179,936571,6919431,,A8630200,RUISSEAU LA BIBICHE,25717902253,FRCR400,BIBICHE,11/1/12,,12/8/10,,DISTROFF,57,MOSELLE,A86-0200,La Bibiche,505,450,kg/j DBO5,86,,,936565,6919424,Boues Activées - traitement Azote - traitement Phosphore,7500,4200,1650,205,
2320,DESSELING ,57173,982178,6861042,,A7500790,RUISSEAU DU MOULIN,25717302320,FRCR355,RUISSEAU DE L'ETANG DE NOLWEIHER,1/30/14,,6/1/12,,DESSELING,57,MOSELLE,A7500790,Ruisseau du Moulin,7,9,kg/j DBO5,86,,,982271,6861097,Filtres plantés de Roseaux,100,58,29.5,3.7,
2047,BOUXIERES-SOUS-FROIDMONT ,54091,926929,6877349,,A7850320,Ruisseau de la Corvée,25409102047,FRCR335,SEILLE 4,11/1/09,,2/6/08,,BOUXIERES-SOUS-FROIDMONT,54,MEURTHE-ET-MOSELLE,A7850320,Ruisseau de la Corvee,19,23,kg/j DBO5,86,COMMUNE DE VILLERS-SEMEUSE,COMMUNE DE VILLERS-SEMEUSE,927086,6877405,Lagunage Naturel,389,,104,13,
2625,HAMMEVILLE ,54247,927350,6826800,,,,25424702625,,,11/1/16,,3/27/15,,HAMMEVILLE,54,MEURTHE-ET-MOSELLE,,,12,14,kg/j DBO5,86,COMMUNE DE MIGNEVILLE,COMMUNE DE MIGNEVILLE,927350,6826800,Filtres plantés de Roseaux,190,65,26.6,2.7,
1739,THAON-LES-VOSGES ,88465,952930,6801416,,A4450060,LA MOSELLE,28846501739,FRCR211,MOSELLE 4,7/18/06,,5/27/02,,THAON-LES-VOSGES,88,VOSGES,A---0060,La Moselle,912,900,kg/j DBO5,86,,,953001,6801490,Boues Activées - traitement Azote - traitement Phosphore,15000,,3840,480,
3423,MAIXE ,54335,954188,6843569,,A6850200,LE SANON,25433503423,FRCR321,SANON 2,9/1/18,,3/14/17,,MAIXE,54,MEURTHE-ET-MOSELLE,A68-0200,Le Sânon,29,,kg/j DBO5,86,,,954216,6843611,Filtres plantés de Roseaux,493,206,206,,
305,BIRLENBACH ,67104,1057901,6886004,,A3710840,RUISSEAU LE BIRLENBACH,26710400305,FRCR205,SELTZBACH,1/1/89,,7/21/15,,DRACHENBRONN-BIRLENBACH,67,BAS-RHIN,A3710840,Ruisseau le Birlenbach,36,,kg/j DBO5,86,LINSIG CAROLE,LINSIG CAROLE,1057957,6885822,Lagunage Naturel,,360,93,12,
3511,THEZEY SAINT MARTIN ,54517,941553,6871326,,A7810460,RUISSEAU DE VULMONT,25451703511,FRCR363,RUISSEAU DE VULMONT,5/1/20,,,,THEZEY-SAINT-MARTIN,54,MEURTHE-ET-MOSELLE,A7810460,Ruisseau de Vulmont,,,kg/j DBO5,86,,,941553,6871326,Filtres plantés de Roseaux,,,,,
28,VIVIER-AU-COURT ,8488,832823,6960179,,,,20848800028,FRB1R573,VRIGNE 2,1/1/76,3/30/12,,,VIVIER-AU-COURT,8,ARDENNES,,,244.98,244.98,kg/j DBO5,86,COMMUNE DE RONCOURT,MAINTENANCE MULTISERVICES ET ENTRETIEN,,,Boues Activées,,,1645,205,
269,SAINTE-BARBE CHEUBY ,57607,942601,6900467,,A9750630,Ruisseau de LIBAVILLE,25760700269,FRCR417,NIED FRANCAISE 2,1/1/86,,2/1/10,,SAINTE-BARBE,57,MOSELLE,A9750630,Ruisseau de Libaville,13.2,13.2,kg/j DBO5,86,,,942649,6900471,Lagunage Naturel,180,,33,4,
1099,SAINTE-BARBE AVANCY ,57607,940876,6902850,,A7910920,RUISSEAU LA BEVOTTE,25760701099,FRCR376,BEVOTTE,9/25/98,,,,SAINTE-BARBE,57,MOSELLE,A7910920,Ruisseau la Bevotte,7.2,,kg/j DBO5,86,,,940856,6902904,Lagunage Naturel,,,1,1,
245,RECHICOURT-LE-CHATEAU ,57564,981936,6847680,,A6800450,RUISSEAU DU ROSEAU,25756400245,FRCR320,SANON 1,6/1/75,,,,RECHICOURT-LE-CHATEAU,57,MOSELLE,A6800450,Ruisseau du Roseau,45,45,kg/j DBO5,86,,,981931,6847635,Boues Activées,,,104,13,
2580,QUEVILLONCOURT ,54442,928530,6824030,,A5420300,RUISSEAU DE LA TUILOTTE,25444202580,FRCR267,BRENON,4/1/16,,5/4/15,,QUEVILLONCOURT,54,MEURTHE-ET-MOSELLE,A5420300,Ruisseau de la Tuilotte,7,4,kg/j DBO5,86,COMMUNE DE GOSSELMING,COMMUNE DE GOSSELMING,928530,6824090,Filtres plantés de Roseaux,,40,11.3,1.8,
2170,GRENTZINGEN ,68240,1022362,6727013,,A1030030,RIVIERE L'ILL,26810802170,FRCR17,ILL 2,9/19/11,,,,ILLTAL,68,HAUT-RHIN,A---0030,L'Ill,1100,540,kg/j DBO5,86,,,1022537,6727215,Boues Activées - traitement Azote - traitement Phosphore,,,2190,274,
199,LA MAXE ,57452,932864,6901095,,A7900060,LA MOSELLE,25745200199,FRCR213,MOSELLE 6,10/1/72,9/1/20,,,MAXE (LA),57,MOSELLE,A---0060,La Moselle,45,45,kg/j DBO5,86,YILDIZ GOKHAN,YILDIZ GOKHAN,933398,6900774,Boues Activées - traitement Azote,,,192,24,
904,VREMY ,57204,938821,6901257,,A7900780,RUISSEAU DE MALROY,25720400904,FRCR375,RUISSEAU DE MALROY,1/15/98,,1/21/10,,FAILLY,57,MOSELLE,A7900780,Ruisseau de Malroy,24,,kg/j DBO5,86,,,938747,6901366,Lagunage Naturel,,,80,10,
2131,CHICOURT ,57141,944698,6866835,,A9700120,LA NIED,25714102131,FRCR416,NIED FRANCAISE 1,8/15/11,,8/3/10,,CHICOURT,57,MOSELLE,A9--0120,La Nied Francaise,11,5,kg/j DBO5,86,COMMUNE DE VILCEY-SUR-TREY,COMMUNE DE VILCEY-SUR-TREY,957124,6874036,Filtres plantés de Roseaux,92,38,38,3.1,
1254,BLIESBRUCK ,57091,1004748,6897473,,A9370410,RUISSEAU LE SCHLIERBACH,25709101254,FRCR444,BLIES,1/1/98,,,,BLIESBRUCK,57,MOSELLE,A9370410,Ruisseau le Schlierbach,9,9,kg/j DBO5,86,COMMUNE DE THIRAUCOURT,COMMUNE DE THIRAUCOURT,1004799,6897253,Bassin d'Infiltration,,,20,3,
2581,LAGNEY ,54288,908116,6852035,,A5820320,RUISSEAU DE MENIL-LA-TOUR,25428802581,FRCR275,TERROUIN,10/1/15,,9/17/14,,LAGNEY,54,MEURTHE-ET-MOSELLE,A5820320,Ruisseau de Menil-la-Tour,27,24,kg/j DBO5,86,,,908030,6852240,Filtres plantés de Roseaux,460,224,142.8,11.1,
1,AUBRIVES ,8028,826369,7001907,,B7200000,RIVIERE LA MEUSE,20802800001,FRB1R477,MEUSE 8,1/1/68,,12/10/70,,AUBRIVES,8,ARDENNES,B---0000,La Meuse,42,42,kg/j DBO5,86,COMMUNE D'OFFWILLER,COMMUNE D'OFFWILLER,,,Boues Activées - traitement Azote,700,,105,13,
2359,BETSCHDORF ,67339,1059682,6876852,,A3630440,RUISSEAU LE BACHGRABEN,26733902359,FRCR712,SAUER 2,3/5/14,,12/4/07,,BETSCHDORF,67,BAS-RHIN,A3630440,Ruisseau le Bachgraben,430,294,kg/j DBO5,86,LINSIG CAROLE,LINSIG CAROLE,1059836,6876786,Boues Activées - traitement Azote - traitement Phosphore,6000,3900,1870,78,
2262,TROYON ,55521,880394,6880528,,B2310300,RUISSEAU DE RUPT,25552102262,FRB1R520,RUISSEAU DE RUPT,3/1/13,,1/1/12,,TROYON,55,MEUSE,B2310300,Ruisseau de Rupt (Bras Sud),14,12,kg/j DBO5,86,TABUS IONUT,TABUS IONUT,880364,6880480,Filtres plantés de Roseaux,226,86,46,3.8,
126,BETTELAINVILLE ,57072,940169,6909722,,A863020A,RUISSEAU LA BIBICHE,25707200126,,,6/1/79,6/20/07,,1/1/93,BETTELAINVILLE,57,MOSELLE,A86-0200,La Bibiche,9,,kg/j DBO5,86,STOCKAR,STOCKAR,940121,6909410,Boues Activées,,,40,5,A8630200
24,REMILLY-ALLICOURT ,8357,843869,6952529,,B501032C,RUISSEAU L'ENNEMANE,20835700024,FRB1R570,ENNEMANE,1/1/82,9/15/07,,,REMILLY-AILLICOURT,8,ARDENNES,B5010320,Ruisseau l'Ennemane,150,,kg/j DBO5,86,MEILLER,MEILLER,,,Boues Activées,,,470,59,B5010320
188,HOLVING ,57330,989898,6885588,,A9150210,RUISSEAU LE MODERBACH,25733000188,FRCR434,MODERBACH,1/1/93,,5/9/89,,HOLVING,57,MOSELLE,A91-0210,Le Moderbach ,162,162,kg/j DBO5,86,,,989953,6885651,Boues Activées - traitement Azote,2700,0,749,94,
